"id","institutioncode","collectioncode","catalognumber","gen_sp","subspecies","identifiedby","latitude","longitude","id_grid"
3754,"NY","NY","898734","Vellozia_coronata",NA,"LB Smith",-18.44245,-43.73495,708
3756,"NY","NY","898581","Barbacenia_rubrovirens",NA,"LB Smith",-18.348,-43.6719,708
3758,"NY","NY","1018830","Vellozia_albiflora",NA,"R Mello-Silva",-21.67,-43.88,908
3759,"NY","NY","898717","Vellozia_epidendroides",NA,"R Mello-Silva",-18.2531772779915,-43.6004898201051,668
3765,"NY","NY","376222","Vellozia_furcata",NA,"R Mello-Silva",-13.52,-42,391
3766,"NY","NY","910016","Vellozia_variabilis",NA,"LB Smith",-18.32666,-43.68024,708
3767,"NY","NY","898873","Vellozia_declinans","major","LB Smith",-19.391522,-43.566908,748
3768,"NY","NY","898747","Vellozia_caruncularis",NA,"R Mello-Silva",-18.2531772779915,-43.6004898201051,668
3769,"NY","NY","898920","Vellozia_tubiflora",NA,"R Mello-Silva",-14.13,-47.45,422
3770,"NY","NY","898940","Vellozia_hirsuta",NA,"LB Smith",-16.5648,-42.8943,589
3778,"NY","NY","1039485","Vellozia_hirsuta",NA,"R Mello-Silva",-18.57269,-43.59189,708
3784,"NY","NY","376220","Vellozia_furcata",NA,"R Mello-Silva",-13.52,-42,391
3785,"NY","NY","898915","Vellozia_tubiflora",NA,"R Mello-Silva",-16.7723416525899,-47.6137541731285,581
3789,"NY","NY","898650","Barbacenia_grisea",NA,"LB Smith",-18.348,-43.6719,708
3790,"NY","NY","898937","Vellozia_hirsuta",NA,"R Mello-Silva",-16.5631441886376,-42.889540899897,589
3793,"NY","NY","898846","Vellozia_glauca",NA,"LB Smith",-16.7723416525899,-47.6137541731285,581
3795,"NY","NY","02684280","Barbacenia_serracabralea",NA,"R Mello-Silva",-17.7481,-44.2614,667
3796,"NY","NY","898910","Vellozia_tubiflora",NA,"R Mello-Silva",-16.03,-48.05,541
3797,"NY","NY","898850","Vellozia_caput-ardeae",NA,"LB Smith",-18.2531772779915,-43.6004898201051,668
